id_transaccion,id_cliente,fecha,categoria_producto,cantidad_items,monto_total,canal_venta,medio_pago,localidad
TX-005670,CLI-01017,2025-05-28,Cemento y áridos,36,1513872.73,App,Cuenta corriente,Río Grande
TX-005681,CLI-00575,2025-05-29,Ferretería general,6,49422.74,Telefónico,Transferencia,Río Grande
TX-005698,CLI-00090,2025-05-29,Plomería y caños,9,170750.63,Web,Cuenta corriente,Río Grande 
TX-005697,CLI-00481,2025-05-29,Pisos y cerámicos,8,286632.36,App,Cuenta corriente,Río Grande
TX-005696,CLI-00178,2025-05-29,Ferretería general,20,121625.49,Telefónico,Cuenta corriente,Ushuaia
TX-005695,CLI-00935,2025-05-29,Maderas y tableros,7,465083.83,Telefónico,Efectivo en sucursal,Río Grande
TX-005692,CLI-00546,2025-05-29,Maderas y tableros,14,537502.06,App,Cuenta corriente,Río Grande
TX-005691,CLI-00546,2025-05-29,Pinturas y revestimientos,7,296744.58,App,Cuenta corriente,Río Grande
TX-005687,CLI-00111,2025-05-29,Aberturas,1,142937.31,Web,Tarjeta de débito,Río Grande
TX-005686,CLI-01344,2025-05-29,Seguridad e indumentaria,2,57324.04,Web,Transferencia,Río Grande
TX-005684,CLI-00730,2025-05-29,Pisos y cerámicos,14,325276.77,Telefónico,Tarjeta de crédito,Río Grande
TX-005683,CLI-01064,2025-05-29,Herramientas manuales,4,99056.74,App,Tarjeta de débito,Río Grande
TX-005682,CLI-00790,2025-05-29,Herramientas manuales,2,31997.23,Web,Transferencia,Tolhuin
TX-005693,CLI-00568,2025-05-29,Pisos y cerámicos,15,414250.18,Telefónico,Cuenta corriente,Río Grande
TX-005688,CLI-00321,2025-05-29,Pinturas y revestimientos,6,392429.18,Telefónico,Cuenta corriente,Ushuaia
TX-005707,CLI-00603,2025-05-30,Pinturas y revestimientos,4,164487.6,Telefónico,Tarjeta de débito,Ushuaia
TX-005706,CLI-00883,2025-05-30,Pinturas y revestimientos,16,1444669.0,App,Cuenta corriente,Río Grande
TX-005700,CLI-01158,2025-05-30,Herramientas eléctricas,2,331127.14,Web,Tarjeta de crédito,USHUAIA
TX-005704,CLI-00300,2025-05-30,Cemento y áridos,7,272998.06,App,Cuenta corriente,Ushuaia
TX-005703,CLI-00856,2025-05-30,Plomería y caños,4,70074.89,App,Transferencia,Ushuaia
TX-005699,CLI-00948,2025-05-30,Ferretería general,2,9995.41,Web,Tarjeta de débito,RÍO GRANDE
TX-005701,CLI-00186,2025-05-30,Pinturas y revestimientos,2,39919.01,Web,Tarjeta de crédito,Río Grande
TX-005702,CLI-00669,2025-05-30,Seguridad e indumentaria,2,55841.29,Web,Tarjeta de débito,Tolhuin
TX-005705,CLI-00812,2025-05-30,Pinturas y revestimientos,5,98468.55,App,Tarjeta de débito,Ushuaia
TX-005716,CLI-00902,2025-05-31,Electricidad e iluminación,4,71687.11,App,Transferencia,Río Grande
TX-005717,CLI-01339,2025-05-31,Sanitarios y grifería,2,107733.96,App,Tarjeta de débito,Ushuaia
TX-005713,CLI-00714,2025-05-31,Herramientas manuales,4,57098.34,App,Tarjeta de crédito,Tolhuin
TX-005712,CLI-01128,2025-05-31,Electricidad e iluminación,6,81176.61,Web,T. crédito,Río Grande
TX-005710,CLI-00128,2025-05-31,Pisos y cerámicos,9,298359.6,App,Transferencia,Río Grande
TX-005709,CLI-00483,2025-05-31,Ferretería general,15,88214.84,App,Cuenta corriente,Río Grande
TX-005708,CLI-00092,2025-05-31,Herramientas manuales,1,12253.9,Web,Transferencia,
TX-005715,CLI-00708,2025-05-31,Pinturas y revestimientos,10,391528.5,App,Cuenta corriente,Río Grande
TX-005718,CLI-00790,2025-06-01,Ferretería general,2,5862.42,App,Efectivo en sucursal,Tolhuin
TX-005719,CLI-00826,2025-06-01,Seguridad e indumentaria,4,144888.9,Web,Tarjeta de crédito,Ushuaia
TX-005721,CLI-01243,2025-06-01,Electricidad e iluminación,81,1397391.94,Telefónico,Cuenta corriente,Río Grande
TX-005733,CLI-00515,2025-06-02,Pinturas y revestimientos,9,468132.73,App,Tarjeta de crédito,Río Grande
TX-005730,CLI-00066,2025-06-02,Pinturas y revestimientos,7,314962.51,Web,Cuenta corriente,Río Grande
TX-005732,CLI-00413,2025-06-02,Ferretería general,11,58074.65,Telefónico,Cuenta corriente,Río Grande
TX-005724,CLI-00321,2025-06-02,Ferretería general,50,839875.48,Telefónico,Cuenta corriente,Ushuaia
TX-005728,CLI-00585,2025-06-02,Maderas y tableros,5,140937.29,App,Tarjeta de débito,Ushuaia
TX-005725,CLI-00453,2025-06-02,Cemento y áridos,26,500047.86,App,Tarjeta de crédito,Río Grande
TX-005726,CLI-00723,2025-06-02,Aberturas,3,424598.86,Web,Tarjeta de crédito,Río Grande
TX-005727,CLI-00860,2025-06-02,Sanitarios y grifería,3,215391.62,Telefónico,Cuenta corriente,
TX-005729,CLI-01174,2025-06-02,Ferretería general,14,231435.81,Web,Transferencia,Río Grande 
TX-005747,CLI-01287,2025-06-03,Herramientas manuales,1,17522.27,Web,Tarjeta de crédito,Río Grande
TX-005746,CLI-01252,2025-06-03,Cemento y áridos,15,197713.86,Web,Tarjeta de crédito,Río Grande
TX-005744,CLI-01337,2025-06-03,Plomería y caños,12,110864.96,Web,Tarjeta de crédito,Río Grande
TX-005745,CLI-01092,2025-06-03,Herramientas manuales,2,75271.57,Telefónico,Cuenta corriente,Río Grande
TX-005741,CLI-00656,2025-06-03,Maderas y tableros,6,127714.99,Web,Tarjeta de débito,Río Grande
TX-005740,CLI-01165,2025-06-03,Ferretería general,4,31350.33,App,,Ushuaia
TX-005739,CLI-00680,2025-06-03,Cemento y áridos,8,69927.06,Web,Transferencia,ushuaia
TX-005738,CLI-00408,2025-06-03,Pinturas y revestimientos,3,66838.86,Web,Transferencia,Tolhuin
TX-005736,CLI-00292,2025-06-03,Sanitarios y grifería,4,197209.98,Web,Transferencia,Ushuaia
TX-005735,CLI-00067,2025-06-03,Ferretería general,6,27955.35,Web,Transferencia,Río Grande
TX-005742,CLI-00066,2025-06-03,Ferretería general,10,73260.27,App,Cuenta corriente,RÍO GRANDE
TX-005762,CLI-00125,2025-06-04,Herramientas manuales,2,27944.38,App,Tarjeta de crédito,Ushuaia
TX-005761,CLI-00990,2025-06-04,Herramientas manuales,14,460252.93,Web,Cuenta corriente,Ushuaia
TX-005763,CLI-00300,2025-06-04,Pinturas y revestimientos,2,191004.16,Web,Cuenta corriente,Ushuaia
TX-005760,CLI-00709,2025-06-04,Electricidad e iluminación,1,13612.41,App,Efectivo en sucursal,Ushuaia
TX-005754,CLI-01006,2025-06-04,Ferretería general,12,102073.1,Telefónico,Cuenta corriente,Río Grande
TX-005758,CLI-00154,2025-06-04,Ferretería general,8,30908.45,Web,Tarjeta de débito,Río Grande
TX-005756,CLI-00602,2025-06-04,Maderas y tableros,3,69064.7,Web,Tarjeta de crédito,Ushuaia
TX-005751,CLI-00169,2025-06-04,Sanitarios y grifería,7,348669.98,Web,Tarjeta de crédito,Ushuaia
TX-005748,CLI-00828,2025-06-04,Pisos y cerámicos,8,-196729.46,Telefónico,Transferencia,Ushuaia
TX-005749,CLI-01119,2025-06-04,Ferretería general,10,94011.56,App,Transferencia,Ushuaia
TX-005750,CLI-00252,2025-06-04,Plomería y caños,8,95926.65,Web,Tarjeta de débito,Río Grande
TX-005759,CLI-00935,2025-06-04,Electricidad e iluminación,20,696088.77,App,Cuenta corriente,Río Grande
TX-005780,CLI-00932,2025-06-05,Ferretería general,29,198219.58,App,Cuenta corriente,Río Grande
TX-005778,CLI-00755,2025-06-05,Pinturas y revestimientos,4,94064.75,Web,Tarjeta de débito,Tolhuin
TX-005776,CLI-01333,2025-06-05,Herramientas manuales,6,112205.76,Web,Tarjeta de crédito,Ushuaia
TX-005775,CLI-00112,2025-06-05,Plomería y caños,26,603976.08,Telefónico,Cuenta corriente,Río Grande
TX-005782,CLI-01252,2025-06-05,Herramientas manuales,3,60432.68,App,Tarjeta de débito,Río Grande
TX-005773,CLI-00575,2025-06-05,Cemento y áridos,8,172937.17,App,Transferencia,RÍO GRANDE
TX-005772,CLI-00146,2025-06-05,Herramientas manuales,14,292403.86,Web,Tarjeta de crédito,Río Grande
TX-005771,CLI-01283,2025-06-05,Herramientas manuales,2,31302.93,Web,Tarjeta de crédito,Río Grande
TX-005769,CLI-01165,2025-06-05,Cemento y áridos,18,384679.5,App,Transferencia,Ushuaia
TX-005768,CLI-00883,2025-06-05,Electricidad e iluminación,4,117648.04,Web,Transferencia,Río Grande
TX-005764,CLI-00074,2025-06-05,Cemento y áridos,10,104635.92,Web,Tarjeta de crédito,Río Grande
TX-005765,CLI-00806,2025-06-05,Aberturas,2,900963.13,Telefónico,Cuenta corriente,Río Grande
TX-005767,CLI-00338,2025-06-05,Sanitarios y grifería,3,143777.22,Web,Transferencia,Rio Grande
TX-005774,CLI-00535,2025-06-05,Pinturas y revestimientos,7,275918.76,Web,Cuenta corriente,Ushuaia
TX-005793,CLI-00806,2025-06-06,Maderas y tableros,11,605122.06,App,Transferencia,río grande
TX-005792,CLI-01035,2025-06-06,Plomería y caños,2,20280.8,Telefónico,Tarjeta de débito,Río Grande
TX-005791,CLI-00644,2025-06-06,Electricidad e iluminación,2,25571.11,Web,Transferencia,Ushuaia
TX-005788,CLI-00023,2025-06-06,Sanitarios y grifería,3,107580.88,Web,Transferencia,Río Grande
TX-005789,CLI-00080,2025-06-06,Herramientas manuales,2,26136.76,App,Tarjeta de débito,Ushuaia
TX-005787,CLI-00535,2025-06-06,Maderas y tableros,3,100000.67,Telefónico,Efectivo en sucursal,Ushuaia
TX-005786,CLI-00322,2025-06-06,Electricidad e iluminación,3,67574.57,Telefónico,Cuenta corriente,Río Grande
TX-005785,CLI-01265,2025-06-06,Ferretería general,5,36475.12,Telefónico,Transferencia,Tolhuin
TX-005784,CLI-01300,2025-06-06,Sanitarios y grifería,2,202465.61,Web,Cuenta corriente,Río Grande
TX-005783,CLI-00990,2025-06-06,Cemento y áridos,47,1037714.88,App,Tarjeta de crédito,Ushuaia
TX-005790,CLI-00104,2025-06-06,Electricidad e iluminación,1,11445.42,Web,Tarjeta de débito,río grande
TX-005806,CLI-00068,2025-06-07,Seguridad e indumentaria,4,521919.41,Telefónico,Tarjeta de crédito,Río Grande
TX-005804,CLI-00038,2025-06-07,Cemento y áridos,19,230257.09,Web,Tarjeta de débito,Río Grande
TX-005805,CLI-01347,2025-06-07,Cemento y áridos,15,412116.76,Web,Transferencia,Río Grande
TX-005794,CLI-00371,2025-06-07,Seguridad e indumentaria,2,101373.36,Web,Tarjeta de crédito,USHUAIA
TX-005797,CLI-00371,2025-06-07,Pinturas y revestimientos,6,145923.0,App,Tarjeta de crédito,Ushuaia
TX-005796,CLI-01085,2025-06-07,Sanitarios y grifería,2,96205.03,Web,Transferencia,Río Grande
TX-005798,CLI-00357,2025-06-07,Plomería y caños,3,62761.75,Web,Transferencia,Ushuaia
TX-005800,CLI-00635,2025-06-07,Pinturas y revestimientos,2,37419.97,Web,Tarjeta de débito,ushuaia
TX-005799,CLI-00099,2025-06-07,Ferretería general,8,52785.37,Web,Transferencia,Ushuaia
TX-005813,CLI-00300,2025-06-08,Seguridad e indumentaria,1,75326.46,App,Cuenta corriente,Ushuaia
TX-005812,CLI-01120,2025-06-08,Electricidad e iluminación,7,64233.69,Telefónico,Tarjeta de débito,Río Grande
TX-005809,CLI-00842,2025-06-08,Herramientas eléctricas,4,977208.15,Telefónico,Cuenta corriente,Río Grande
TX-005810,CLI-00491,2025-06-08,Herramientas manuales,4,72891.54,Web,Transferencia,Río Grande
TX-005820,CLI-00972,2025-06-09,Cemento y áridos,24,295506.39,Web,Tarjeta de débito,Ushuaia
TX-005819,CLI-00883,2025-06-09,Seguridad e indumentaria,19,1940011.99,App,Tarjeta de crédito,Río Grande
TX-005818,CLI-00172,2025-06-09,Aberturas,3,902152.05,App,Cuenta corriente,Tolhuin
TX-005817,CLI-01125,2025-06-09,Ferretería general,2,6841.42,Web,Tarjeta de crédito,Ushuaia
TX-005827,CLI-00444,2025-06-09,Plomería y caños,4,51526.07,Web,Transferencia,Ushuaia
TX-005826,CLI-01294,2025-06-09,Plomería y caños,7,56876.26,App,Tarjeta de crédito,Río Grande
TX-005815,CLI-00254,2025-06-09,Herramientas eléctricas,1,213605.63,Telefónico,Transferencia,Río Grande
TX-005824,CLI-00851,2025-06-09,Electricidad e iluminación,3,32158.28,Web,Tarjeta de débito,Río Grande
TX-005823,CLI-00276,2025-06-09,Electricidad e iluminación,16,599858.83,Telefónico,Transferencia,USHUAIA
TX-005822,CLI-00856,2025-06-09,Plomería y caños,5,68771.04,App,Transferencia,Ushuaia
TX-005821,CLI-00001,2025-06-09,Pisos y cerámicos,2,24394.83,Web,Tarjeta de débito,Río Grande
TX-005825,CLI-00302,2025-06-09,Plomería y caños,9,57253.59,Web,Tarjeta de crédito,Rio Grande
TX-005843,CLI-01116,2025-06-10,Sanitarios y grifería,1,51153.37,Web,Tarjeta de crédito,Ushuaia
TX-005851,CLI-00175,2025-06-10,Pinturas y revestimientos,3,67704.79,Web,Tarjeta de crédito,Río Grande
TX-005848,CLI-00894,2025-06-10,Herramientas manuales,2,32008.46,App,Efectivo en sucursal,Ushuaia
TX-005846,CLI-01204,2025-06-10,Ferretería general,7,26513.96,Web,Tarjeta de débito,Ushuaia
TX-005844,CLI-00895,2025-06-10,Herramientas eléctricas,3,414569.75,Web,Transferencia,Ushuaia
TX-005842,CLI-01064,2025-06-10,Plomería y caños,5,39142.29,App,transf.,Río Grande
TX-005839,CLI-00912,2025-06-10,Cemento y áridos,17,286889.66,Telefónico,Cuenta corriente,Tolhuin
TX-005840,CLI-00491,2025-06-10,Electricidad e iluminación,9,121136.8,Web,Tarjeta de crédito,Rio Grande
TX-005838,CLI-01197,2025-06-10,Maderas y tableros,14,308590.57,Web,Transferencia,Río Grande
TX-005835,CLI-00806,2025-06-10,Cemento y áridos,70,2565224.45,Telefónico,Transferencia,Rio Grande
TX-005834,CLI-00902,2025-06-10,Pinturas y revestimientos,2,53804.75,Web,Tarjeta de débito,Río Grande
TX-005832,CLI-00901,2025-06-10,Seguridad e indumentaria,5,255922.81,Web,Cuenta corriente,Ushuaia
TX-005829,CLI-00652,2025-06-10,Cemento y áridos,35,417503.56,App,Tarjeta de débito,Río Grande
TX-005828,CLI-00442,2025-06-10,Aberturas,1,71509.57,Web,Transferencia,Ushuaia
TX-005841,CLI-01347,2025-06-10,Herramientas manuales,12,,Telefónico,Transferencia,Río Grande
TX-005836,CLI-01044,2025-06-10,Electricidad e iluminación,15,345336.1,Web,Cuenta corriente,Río Grande
TX-005860,CLI-01092,2025-06-11,Herramientas manuales,5,122759.61,Telefónico,Cuenta corriente,Río Grande
TX-005866,CLI-00990,2025-06-11,Ferretería general,10,81878.89,Web,Cuenta corriente,Ushuaia
TX-005864,CLI-00351,2025-06-11,Cemento y áridos,28,437245.82,Telefónico,Transferencia,Río Grande
TX-005863,CLI-00911,2025-06-11,Plomería y caños,10,65000.13,App,Tarjeta de débito,Río Grande
TX-005861,CLI-00800,2025-06-11,Pinturas y revestimientos,2,46288.9,App,Tarjeta de débito,Río Grande
TX-005857,CLI-00750,2025-06-11,Electricidad e iluminación,2,31457.3,Web,Tarjeta de débito,Ushuaia
TX-005852,CLI-00094,2025-06-11,Ferretería general,7,20239.91,Web,Tarjeta de crédito,Río Grande
TX-005853,CLI-00979,2025-06-11,Pinturas y revestimientos,9,244937.66,Web,Tarjeta de crédito,Río Grande
TX-005858,CLI-00267,2025-06-11,Seguridad e indumentaria,4,135910.7,Web,Tarjeta de débito,Ushuaia
TX-005859,CLI-00287,2025-06-11,Electricidad e iluminación,10,122822.4,Web,Transferencia,Ushuaia
TX-005856,CLI-00533,2025-06-11,Plomería y caños,3,26952.29,Web,Tarjeta de crédito,Ushuaia
TX-005855,CLI-00172,2025-06-11,Pinturas y revestimientos,2,172658.91,Telefónico,Transferencia,tolhuin
TX-005854,CLI-00980,2025-06-11,Sanitarios y grifería,2,106664.53,Web,Tarjeta de débito,Tolhuin
TX-005868,CLI-00535,2025-06-12,Cemento y áridos,14,301323.57,App,Tarjeta de crédito,ushuaia
TX-005867,CLI-00817,2025-06-12,Sanitarios y grifería,1,38351.81,App,Efectivo en sucursal,río grande
TX-005886,CLI-01141,2025-06-12,Ferretería general,4,22634.96,Telefónico,Cuenta corriente,Ushuaia
TX-005885,CLI-00123,2025-06-12,Pinturas y revestimientos,6,179976.95,App,Tarjeta de crédito,Río Grande
TX-005884,CLI-00273,2025-06-12,Sanitarios y grifería,4,366270.85,Web,Tarjeta de débito,Río Grande
TX-005883,CLI-00276,2025-06-12,Pinturas y revestimientos,4,121733.87,App,Cuenta corriente,Ushuaia
TX-005887,CLI-00883,2025-06-12,Cemento y áridos,23,582430.42,App,Transferencia,Río Grande
TX-005881,CLI-00113,2025-06-12,Maderas y tableros,44,1834804.03,Web,Cuenta corriente,Río Grande
TX-005879,CLI-01014,2025-06-12,Herramientas eléctricas,2,591524.39,Web,Transferencia,RÍO GRANDE
TX-005876,CLI-01224,2025-06-12,Sanitarios y grifería,3,198694.69,Web,Tarjeta de débito,Río Grande
TX-005875,CLI-00990,2025-06-12,Electricidad e iluminación,10,166153.71,Telefónico,Cuenta corriente,Ushuaia
TX-005874,CLI-00387,2025-06-12,Herramientas manuales,3,64539.85,Telefónico,Transferencia,RÍO GRANDE
TX-005869,CLI-00294,2025-06-12,Electricidad e iluminación,7,70590.18,App,Tarjeta de débito,Río Grande
TX-005871,CLI-00762,2025-06-12,Cemento y áridos,53,726650.19,Web,Tarjeta de débito,Río Grande
TX-005873,CLI-01257,2025-06-12,Ferretería general,11,56036.5,App,Tarjeta de crédito,Ushuaia 
TX-005882,CLI-01011,2025-06-12,Ferretería general,3,12443.87,Web,Tarjeta de débito,Ushuaia
TX-005903,CLI-00243,2025-06-13,Cemento y áridos,27,244844.38,Telefónico,Transferencia,Río Grande
TX-005902,CLI-00390,2025-06-13,Electricidad e iluminación,6,114681.88,Telefónico,Cuenta corriente,Ushuaia
TX-005900,CLI-00912,2025-06-13,Electricidad e iluminación,6,99831.43,Telefónico,Cuenta corriente,Tolhuin
TX-005899,CLI-00689,2025-06-13,Cemento y áridos,15,330284.53,App,Cuenta corriente,Río Grande
TX-005896,CLI-00333,2025-06-13,Ferretería general,2,13072.39,App,Tarjeta de crédito,Ushuaia
TX-005895,CLI-01174,2025-06-13,Herramientas manuales,4,243864.97,Web,Transferencia,Río Grande
TX-005894,CLI-00982,2025-06-13,Sanitarios y grifería,5,520969.81,App,Cuenta corriente,Ushuaia
TX-005893,CLI-00575,2025-06-13,Cemento y áridos,10,162468.8,Web,Cuenta corriente,Río Grande
TX-005892,CLI-01032,2025-06-13,Pinturas y revestimientos,3,50128.91,Web,Tarjeta de débito,Río Grande
TX-005889,CLI-01240,2025-06-13,Electricidad e iluminación,3,42082.16,Web,Transferencia,Ushuaia
TX-005888,CLI-00780,2025-06-13,Ferretería general,2,8719.55,App,Efectivo en sucursal,Ushuaia
TX-005898,CLI-00842,2025-06-13,Cemento y áridos,14,288962.92,App,Cuenta corriente,RÍO GRANDE
TX-005890,CLI-00762,2025-06-13,Ferretería general,3,17269.5,Web,Transferencia,Río Grande
TX-005904,CLI-00401,2025-06-14,Plomería y caños,3,22342.81,Web,Transferencia,Rio Grande
TX-005906,CLI-01046,2025-06-14,Sanitarios y grifería,2,186588.14,Telefónico,transf.,Río Grande
TX-005907,CLI-00300,2025-06-14,Electricidad e iluminación,3,84253.22,App,Transferencia,Ushuaia
TX-005912,CLI-00990,2025-06-15,Herramientas eléctricas,2,857494.29,Telefónico,Cuenta corriente,Ushuaia
TX-005910,CLI-00546,2025-06-15,Herramientas manuales,6,147285.75,Telefónico,Transferencia,Río Grande
TX-005908,CLI-01287,2025-06-15,Sanitarios y grifería,1,45235.36,Telefónico,Efectivo en sucursal,Río Grande
TX-005911,CLI-00142,2025-06-15,Pisos y cerámicos,12,344570.71,App,Cuenta corriente,Río Grande
TX-005913,CLI-01119,2025-06-15,Pisos y cerámicos,3,132531.51,App,Cuenta corriente,Ushuaia
TX-005922,CLI-01000,2025-06-16,Cemento y áridos,22,-389631.99,Telefónico,Tarjeta de débito,ushuaia
TX-005914,CLI-01138,2025-06-16,Herramientas manuales,3,50009.93,Web,Tarjeta de crédito,Río Grande
TX-005917,CLI-01222,2025-06-16,Pinturas y revestimientos,4,179925.18,App,Transferencia,Ushuaia
TX-005918,CLI-00022,2025-06-16,Ferretería general,5,31885.39,Telefónico,Efectivo en sucursal,Río Grande
TX-005919,CLI-01146,2025-06-16,Pinturas y revestimientos,3,142416.15,Web,Cuenta corriente,Río Grande
TX-005921,CLI-01183,2025-06-16,Herramientas eléctricas,4,-677693.63,Web,Tarjeta de crédito,Río Grande
TX-005923,CLI-01067,2025-06-17,Maderas y tableros,15,358980.98,App,Efectivo en sucursal,Tolhuin
TX-005940,CLI-00772,2025-06-17,Herramientas manuales,5,137335.56,App,Tarjeta de crédito,Río Grande
TX-005938,CLI-01216,2025-06-17,Plomería y caños,11,100759.78,App,T. débito,Ushuaia
TX-005937,CLI-00040,2025-06-17,Herramientas manuales,6,164752.44,Telefónico,Efectivo en sucursal,Ushuaia
TX-005933,CLI-00112,2025-06-17,Cemento y áridos,2,74172.06,Telefónico,Transferencia,Río Grande
TX-005935,CLI-01011,2025-06-17,Sanitarios y grifería,3,169244.09,App,Tarjeta de débito,Ushuaia
TX-005931,CLI-01123,2025-06-17,Cemento y áridos,9,155410.61,App,Tarjeta de débito,RÍO GRANDE
TX-005930,CLI-00212,2025-06-17,Plomería y caños,5,62468.72,Web,Cuenta corriente,Río Grande
TX-005929,CLI-00076,2025-06-17,Cemento y áridos,13,148836.05,Web,Tarjeta de débito,Ushuaia
TX-005928,CLI-01211,2025-06-17,Ferretería general,10,51136.5,App,Tarjeta de crédito,RÍO GRANDE
TX-005927,CLI-00498,2025-06-17,Electricidad e iluminación,16,221611.08,Web,Transferencia,Rio Grande
TX-005926,CLI-01053,2025-06-17,Aberturas,7,,Telefónico,Tarjeta de crédito,Río Grande
TX-005925,CLI-00066,2025-06-17,Sanitarios y grifería,9,714415.1,App,Cuenta corriente,Río Grande
TX-005932,CLI-01337,2025-06-17,Pisos y cerámicos,41,685168.09,Web,Tarjeta de débito,Río Grande
TX-005952,CLI-01009,2025-06-18,Pisos y cerámicos,9,163554.39,App,Tarjeta de débito,Tolhuin
TX-005953,CLI-01119,2025-06-18,Maderas y tableros,9,518714.18,Telefónico,Cuenta corriente,Ushuaia
TX-005951,CLI-00660,2025-06-18,Sanitarios y grifería,2,68766.32,Telefónico,Transferencia,Río Grande
TX-005944,CLI-00684,2025-06-18,Herramientas manuales,6,131042.7,Web,Tarjeta de débito,Rio Grande
TX-005949,CLI-01017,2025-06-18,Seguridad e indumentaria,6,603072.75,App,Cuenta corriente,Río Grande
TX-005948,CLI-00556,2025-06-18,Ferretería general,9,34286.71,Web,Tarjeta de débito,Río Grande
TX-005947,CLI-00232,2025-06-18,Cemento y áridos,39,628004.18,Telefónico,Cuenta corriente,Río Grande
TX-005946,CLI-01284,2025-06-18,Herramientas manuales,3,50035.72,Web,Transferencia,Ushuaia
TX-005942,CLI-01216,2025-06-18,Herramientas manuales,4,95558.8,Web,Transferencia,Ushuaia
TX-005950,CLI-00142,2025-06-18,Cemento y áridos,16,292897.6,Web,Transferencia,Río Grande
TX-005967,CLI-00231,2025-06-19,Herramientas manuales,4,75948.18,Web,Tarjeta de débito,Ushuaia
TX-005966,CLI-00432,2025-06-19,Pinturas y revestimientos,3,64654.44,App,Cuenta corriente,Río Grande
TX-005964,CLI-00221,2025-06-19,Aberturas,5,643870.02,App,Transferencia,RÍO GRANDE
TX-005965,CLI-01222,2025-06-19,Pisos y cerámicos,44,1650150.34,Telefónico,Cuenta corriente,Ushuaia
TX-005961,CLI-01037,2025-06-19,Maderas y tableros,22,855821.21,App,Transferencia,Ushuaia
TX-005960,CLI-00990,2025-06-19,Plomería y caños,15,237387.15,Web,Cuenta corriente,ushuaia
TX-005959,CLI-00730,2025-06-19,Plomería y caños,8,129881.46,App,Cuenta corriente,Río Grande
TX-005956,CLI-00577,2025-06-19,Pisos y cerámicos,30,1030051.05,Web,Cuenta corriente,Río Grande
TX-005954,CLI-00041,2025-06-19,Pisos y cerámicos,9,157244.2,Web,Transferencia,Tolhuin
TX-005955,CLI-00979,2025-06-19,Ferretería general,9,31531.74,App,Efectivo en sucursal,RÍO GRANDE
TX-005962,CLI-01053,2025-06-19,Ferretería general,18,164838.42,Telefónico,Efectivo en sucursal,Río Grande
TX-005978,CLI-01002,2025-06-20,Cemento y áridos,61,1213346.21,Telefónico,Efectivo en sucursal,RÍO GRANDE
TX-005977,CLI-00386,2025-06-20,Cemento y áridos,13,279090.47,Telefónico,Cuenta corriente,Río Grande
TX-005968,CLI-01146,2025-06-20,Ferretería general,3,21719.6,Telefónico,Cuenta corriente,Rio Grande
TX-005974,CLI-00419,2025-06-20,Aberturas,2,375785.83,App,Efectivo en sucursal,Río Grande
TX-005973,CLI-01229,2025-06-20,Herramientas manuales,5,78906.55,Web,Tarjeta de débito,Ushuaia
TX-005970,CLI-00276,2025-06-20,Ferretería general,6,37745.43,App,Transferencia,Ushuaia
TX-005971,CLI-01283,2025-06-20,Sanitarios y grifería,7,303133.88,App,transf.,Río Grande
TX-005972,CLI-00892,2025-06-20,Ferretería general,7,31114.3,Web,Tarjeta de débito,Tolhuin
TX-005976,CLI-00780,2025-06-20,Pinturas y revestimientos,4,107026.78,Web,Tarjeta de débito,Ushuaia
TX-005979,CLI-01138,2025-06-21,Plomería y caños,9,48485.1,Web,Transferencia,Río Grande
TX-005980,CLI-01149,2025-06-21,Ferretería general,2,7485.43,App,Efectivo en sucursal,Ushuaia
TX-005982,CLI-00439,2025-06-21,Herramientas manuales,5,89051.4,Web,Transferencia,RÍO GRANDE
TX-005983,CLI-00039,2025-06-21,Pinturas y revestimientos,3,70317.02,App,Efectivo en sucursal,Ushuaia
TX-005984,CLI-00387,2025-06-21,Plomería y caños,3,29171.59,App,Tarjeta de débito,Río Grande
TX-005988,CLI-00102,2025-06-22,Cemento y áridos,30,349644.01,Web,Transferencia,Ushuaia
TX-005986,CLI-00439,2025-06-22,Herramientas manuales,2,59014.83,Web,Transferencia,Río Grande
TX-005987,CLI-00604,2025-06-22,Ferretería general,5,26516.07,Web,Transferencia,Ushuaia
TX-005991,CLI-01299,2025-06-23,Pinturas y revestimientos,12,621524.43,Telefónico,transf.,Río Grande
TX-006007,CLI-00957,2025-06-23,Herramientas manuales,3,42756.98,Web,Transferencia,Río Grande
TX-006006,CLI-00962,2025-06-23,Electricidad e iluminación,4,62106.3,Web,Transferencia,Río Grande
TX-006005,CLI-00440,2025-06-23,Pinturas y revestimientos,3,840244.75,Web,Transferencia,Río Grande
TX-005990,CLI-00972,2025-06-23,Cemento y áridos,17,161442.56,Web,Transferencia,Ushuaia
TX-006004,CLI-00032,2025-06-23,Herramientas eléctricas,1,224799.57,Web,Transferencia,Río Grande
TX-006001,CLI-00321,2025-06-23,Ferretería general,3,37860.13,Telefónico,Transferencia,Ushuaia
TX-005999,CLI-00407,2025-06-23,Herramientas manuales,4,40001.81,Web,Tarjeta de crédito,Ushuaia
TX-005998,CLI-01298,2025-06-23,Pinturas y revestimientos,7,182426.26,App,Efectivo en sucursal,Ushuaia
TX-005995,CLI-00804,2025-06-23,Electricidad e iluminación,2,24992.13,App,Transferencia,Río Grande
TX-005989,CLI-01238,2025-06-23,Pisos y cerámicos,14,544613.6,App,Cuenta corriente,USHUAIA
